Record #,Wrinkles,Scars,Shell Segments,Color,Fangs for some reason,Nostril Size,Miscellaneous Abnormalities,Weight
566,6,2,11,grayish-green,no,normal,0,21.2lb
567,0,5,6,green,no,normal,0,20.4lb
568,2,2,11,green,no,unusually large,2,19.7lb
569,2,0,10,green,no,normal,0,17.0lb
570,0,6,6,green,no,normal,0,20.4lb
571,3,1,9,green,no,normal,1,21.1lb
572,4,2,8,green,no,normal,5,24.0lb
573,0,1,6,green,no,normal,0,20.4lb
574,6,3,12,grayish-green,no,normal,0,23.6lb
575,2,3,10,green,no,normal,0,19.8lb
576,0,3,10,green,no,normal,2,22.4lb
577,0,2,6,green,no,normal,0,20.4lb
578,2,4,8,green,no,normal,0,17.3lb
579,0,3,6,green,no,normal,0,20.4lb
580,3,4,11,green,no,normal,3,23.3lb
581,2,3,9,grayish-green,no,normal,0,22.9lb
582,6,2,8,gray,yes,normal,1,4.1lb
583,2,6,11,grayish-green,no,normal,0,20.4lb
584,0,4,6,green,no,normal,0,20.4lb
585,2,4,11,green,no,unusually small,1,17.8lb
586,0,1,6,green,no,normal,0,20.4lb
587,12,3,10,greenish-gray,no,normal,1,26.4lb
588,6,6,13,grayish-green,no,normal,0,21.7lb
589,0,4,6,green,no,normal,0,20.4lb
590,0,2,9,green,no,normal,0,15.2lb
591,17,3,13,greenish-gray,no,normal,0,32.8lb
592,2,2,11,grayish-green,no,normal,0,17.9lb
593,6,3,10,gray,yes,normal,1,5.4lb
594,2,1,10,green,no,normal,3,18.9lb
595,3,2,9,grayish-green,no,normal,2,17.9lb
596,6,5,12,grayish-green,no,unusually small,0,25.1lb
597,2,1,9,green,no,normal,3,20.4lb
598,0,1,6,green,no,normal,0,20.4lb
599,0,2,6,green,no,normal,0,20.4lb
600,4,4,11,green,no,normal,1,21.0lb
601,3,4,8,green,no,normal,0,15.7lb
602,1,2,9,green,no,unusually small,0,18.3lb
603,0,1,6,green,no,normal,0,20.4lb
604,13,7,12,gray,yes,normal,2,6.5lb
605,3,5,7,green,no,normal,3,17.2lb
606,0,3,6,green,no,normal,0,20.4lb
607,2,4,11,green,no,normal,0,16.6lb
608,2,1,11,green,no,unusually large,7,24.7lb
609,2,2,9,green,no,normal,0,13.0lb
610,3,1,10,green,no,normal,1,20.5lb
611,1,1,10,green,no,unusually small,0,19.5lb
612,1,1,12,green,no,normal,5,19.6lb
613,0,3,6,green,no,normal,0,20.4lb
614,5,2,12,green,no,normal,1,22.7lb
615,1,2,8,green,no,normal,2,20.2lb
616,5,1,11,gray,yes,normal,0,5.1lb
617,0,6,6,green,no,normal,0,20.4lb
618,4,6,9,gray,yes,normal,2,4.4lb
619,3,2,12,grayish-green,no,normal,0,24.4lb
620,0,2,11,green,no,normal,0,18.1lb
621,5,2,9,green,no,normal,0,17.6lb
622,1,5,13,green,no,normal,1,20.8lb
623,4,5,9,green,no,unusually large,0,18.7lb
624,2,1,13,green,no,normal,0,18.2lb
625,4,4,11,green,no,normal,3,21.8lb
626,0,4,6,green,no,normal,0,20.4lb
627,0,4,6,green,no,normal,0,20.4lb
628,3,3,11,gray,yes,normal,3,5.2lb
629,5,2,9,green,no,normal,2,21.1lb
630,1,3,9,green,no,unusually large,2,22.2lb
631,3,3,15,grayish-green,no,normal,2,27.5lb
632,3,5,8,green,no,normal,0,20.2lb
633,11,3,10,grayish-green,no,unusually large,1,23.6lb
634,2,1,8,green,no,unusually small,2,19.1lb
635,1,2,11,green,no,normal,4,18.5lb
636,5,7,11,grayish-green,no,unusually large,3,24.4lb
637,1,3,10,gray,yes,normal,2,5.2lb
638,3,4,8,green,no,normal,0,16.7lb
639,3,3,10,green,no,unusually small,0,18.4lb
640,0,2,9,green,no,normal,0,16.5lb
641,2,3,9,green,no,normal,0,17.9lb
642,1,1,10,green,no,normal,0,17.7lb
643,3,2,11,green,no,normal,0,19.0lb
644,3,2,10,green,no,normal,0,15.8lb
645,3,3,10,gray,yes,normal,0,5.3lb
646,1,2,10,green,no,normal,0,20.3lb
647,1,3,9,grayish-green,no,unusually large,1,17.7lb
648,2,1,10,green,no,normal,0,16.9lb
649,0,4,6,green,no,normal,0,20.4lb
650,2,2,10,green,no,normal,6,29.1lb
651,0,5,6,green,no,normal,0,20.4lb
652,3,4,10,grayish-green,no,normal,2,22.5lb
653,0,1,10,gray,yes,normal,2,4.8lb
654,1,2,11,green,no,normal,2,19.6lb
655,3,1,10,green,no,normal,7,25.9lb
656,1,1,10,green,no,normal,0,16.4lb
657,0,2,9,gray,yes,normal,3,4.6lb
658,2,2,9,gray,yes,normal,1,4.5lb
659,3,2,10,green,no,normal,3,20.8lb
660,0,2,6,green,no,normal,0,20.4lb
661,0,6,6,green,no,normal,0,20.4lb
662,0,6,6,green,no,normal,0,20.4lb
663,0,6,6,green,no,normal,0,20.4lb
664,2,1,11,gray,yes,normal,3,6.1lb
665,0,2,9,green,no,normal,2,18.9lb
666,3,1,8,green,no,normal,1,16.3lb
667,0,2,6,green,no,normal,0,20.4lb
668,4,4,7,green,no,normal,0,14.7lb
669,1,2,10,green,no,unusually large,0,18.4lb
670,3,2,8,green,no,normal,2,16.8lb
671,3,1,7,green,no,unusually small,6,23.6lb
672,2,2,9,gray,yes,unusually large,1,4.4lb
673,2,4,12,green,no,normal,1,18.1lb
674,3,3,10,gray,yes,normal,1,4.7lb
675,0,5,6,green,no,normal,0,20.4lb
676,1,2,12,gray,yes,normal,0,5.8lb
677,2,4,11,green,no,normal,0,17.5lb
678,2,4,11,green,no,normal,0,14.9lb
679,1,2,12,green,no,normal,0,19.0lb
680,4,1,10,grayish-green,no,normal,1,18.6lb
681,6,3,10,grayish-green,no,normal,0,19.4lb
682,5,2,11,grayish-green,no,normal,0,20.4lb
683,3,3,8,green,no,normal,0,17.1lb
684,4,3,12,grayish-green,no,unusually large,3,24.6lb
685,3,3,10,green,no,normal,2,21.2lb
686,3,1,9,green,no,normal,1,19.0lb
687,4,5,10,grayish-green,no,normal,1,22.9lb
688,0,3,11,grayish-green,no,normal,2,19.1lb
689,0,3,6,green,no,normal,0,20.4lb
690,6,3,9,grayish-green,no,normal,1,20.7lb
691,3,4,11,green,no,normal,2,21.4lb
692,1,3,8,green,no,normal,2,17.4lb
693,0,3,6,green,no,normal,0,20.4lb
694,5,2,12,green,no,normal,0,20.3lb
695,0,3,6,green,no,normal,0,20.4lb
696,8,4,10,grayish-green,no,normal,1,25.6lb
697,0,2,6,green,no,normal,0,20.4lb
698,0,1,6,green,no,normal,0,20.4lb
699,8,1,10,grayish-green,no,normal,1,20.9lb
700,0,2,6,green,no,normal,0,20.4lb
701,0,1,9,grayish-green,no,normal,0,16.8lb
702,4,0,9,gray,yes,normal,0,4.4lb
703,3,4,8,green,no,unusually large,2,16.9lb
704,0,1,6,green,no,normal,0,20.4lb
705,2,3,9,green,no,normal,2,19.2lb
706,2,4,12,green,no,normal,0,20.0lb
707,2,3,8,gray,yes,normal,0,4.2lb
708,2,2,10,green,no,normal,1,17.1lb
709,6,0,11,green,no,normal,2,18.6lb
710,3,0,8,gray,yes,normal,0,4.1lb
711,0,2,6,green,no,normal,0,20.4lb
712,3,1,12,gray,yes,normal,1,5.8lb
713,0,1,6,green,no,normal,0,20.4lb
714,4,2,11,gray,yes,normal,4,5.2lb
715,4,3,11,grayish-green,no,normal,0,23.3lb
716,2,4,9,gray,yes,unusually large,0,4.8lb
717,2,0,9,green,no,unusually large,3,18.7lb
718,2,5,10,green,no,normal,1,17.2lb
719,1,0,11,gray,yes,normal,1,5.3lb
720,5,4,13,green,no,normal,5,27.0lb
721,4,2,10,green,no,unusually large,0,16.7lb
722,3,3,9,green,no,unusually large,4,21.3lb
723,3,2,11,green,no,normal,0,18.7lb
724,0,0,12,green,no,normal,0,18.3lb
725,5,0,9,green,no,normal,2,15.9lb
726,0,5,6,green,no,normal,0,20.4lb
727,4,2,9,gray,yes,normal,3,4.6lb
728,7,3,9,grayish-green,no,normal,0,18.2lb
729,2,2,8,green,no,unusually large,0,17.2lb
730,2,4,9,green,no,normal,0,15.6lb
731,4,2,8,green,no,normal,0,15.1lb
732,2,1,8,green,no,normal,2,19.8lb
733,7,4,8,grayish-green,no,unusually small,3,21.8lb
734,6,2,9,green,no,normal,1,15.9lb
735,1,1,11,grayish-green,no,normal,0,17.0lb
736,0,6,6,green,no,normal,0,20.4lb
737,2,2,9,grayish-green,no,normal,5,21.6lb
738,1,1,10,green,no,normal,1,18.0lb
739,2,3,9,green,no,normal,0,16.0lb
740,8,6,13,greenish-gray,no,normal,3,28.9lb
741,3,2,9,green,no,normal,0,21.2lb
742,0,0,10,green,no,normal,3,20.1lb
743,1,4,11,grayish-green,no,normal,5,22.6lb
744,0,5,6,green,no,normal,0,20.4lb
745,4,2,11,grayish-green,no,normal,0,20.7lb
746,0,2,11,grayish-green,no,normal,7,32.2lb
747,1,4,10,green,no,normal,0,16.7lb
748,5,7,12,gray,yes,normal,1,5.7lb
749,2,4,12,grayish-green,no,normal,1,20.7lb
750,0,4,6,green,no,normal,0,20.4lb
751,2,2,12,green,no,normal,0,18.7lb
752,5,2,10,grayish-green,no,normal,1,20.5lb
753,4,2,11,greenish-gray,no,normal,2,27.7lb
754,3,1,10,gray,yes,normal,0,5.3lb
755,6,3,11,grayish-green,no,normal,6,31.3lb
756,0,4,6,green,no,normal,0,20.4lb
757,4,4,9,green,no,normal,1,17.2lb
758,5,4,8,grayish-green,no,normal,0,22.0lb
759,5,0,10,grayish-green,no,normal,2,25.6lb
760,0,1,6,green,no,normal,0,20.4lb
761,2,7,9,gray,yes,normal,0,4.7lb
762,5,6,12,gray,yes,unusually small,1,6.6lb
763,0,4,6,green,no,normal,0,20.4lb
764,2,3,10,grayish-green,no,normal,4,25.7lb
765,2,5,10,green,no,normal,0,14.4lb
766,2,1,12,green,no,normal,0,22.3lb
767,3,3,10,grayish-green,no,normal,1,23.3lb
768,4,2,11,green,no,normal,0,19.1lb
769,3,2,10,gray,yes,normal,0,4.6lb
770,0,1,6,green,no,normal,0,20.4lb
771,5,4,8,grayish-green,no,normal,0,22.2lb
772,1,1,9,green,no,normal,0,15.2lb
773,2,1,9,green,no,normal,1,19.3lb
774,3,3,8,gray,yes,normal,2,4.0lb
775,0,6,6,green,no,normal,0,20.4lb
776,8,7,10,grayish-green,no,normal,1,24.5lb
777,0,3,10,grayish-green,no,unusually large,0,20.1lb
778,3,5,8,gray,yes,normal,0,3.2lb
779,2,7,8,grayish-green,no,normal,0,19.3lb
780,2,5,9,gray,yes,normal,0,4.4lb
781,5,4,10,grayish-green,no,normal,4,30.2lb
782,1,3,9,gray,yes,unusually large,0,4.6lb
783,4,0,7,grayish-green,no,normal,1,18.2lb
784,1,1,11,green,no,normal,0,16.5lb
785,3,4,10,grayish-green,no,normal,0,17.8lb
786,2,2,11,gray,yes,normal,8,5.6lb
787,1,3,8,green,no,normal,4,20.4lb
788,1,1,8,gray,yes,normal,1,4.3lb
789,5,4,9,green,no,unusually small,1,18.9lb
790,0,0,7,green,no,normal,1,18.0lb
791,0,4,9,green,no,unusually large,0,15.8lb
792,3,6,11,green,no,normal,5,21.5lb
793,2,1,10,green,no,normal,5,18.8lb
794,1,2,8,gray,yes,normal,1,4.3lb
795,3,4,12,green,no,unusually small,3,21.0lb
796,1,3,10,green,no,unusually large,3,22.0lb
797,2,1,11,green,no,unusually small,2,19.9lb
798,1,2,10,green,no,normal,6,16.2lb
799,3,4,9,grayish-green,no,normal,2,20.4lb
800,1,2,10,green,no,normal,4,23.4lb
801,1,2,10,green,no,unusually large,4,19.9lb
802,3,1,9,green,no,normal,3,21.2lb
803,2,3,11,gray,yes,normal,0,5.4lb
804,4,2,7,green,no,normal,0,15.3lb
805,2,0,9,green,no,normal,2,20.7lb
806,6,1,13,gray,yes,normal,0,6.0lb
807,6,3,12,green,no,normal,2,19.9lb
808,3,3,9,green,no,normal,2,17.9lb
809,3,1,10,green,no,normal,0,16.4lb
810,5,1,11,green,no,unusually small,0,21.5lb
811,0,2,6,green,no,normal,0,20.4lb
812,0,1,6,green,no,normal,0,20.4lb
813,3,3,8,grayish-green,no,normal,0,22.0lb
814,0,1,6,green,no,normal,0,20.4lb
815,0,4,6,green,no,normal,0,20.4lb
816,3,2,10,green,no,unusually small,3,21.1lb
817,4,2,8,green,no,normal,0,17.5lb
818,0,1,6,green,no,normal,0,20.4lb
819,5,2,10,green,no,normal,2,22.5lb
820,0,1,6,green,no,normal,0,20.4lb
821,4,3,7,green,no,unusually large,0,15.0lb
822,3,3,11,green,no,normal,2,20.0lb
823,4,2,11,green,no,normal,4,17.2lb
824,0,4,6,green,no,normal,0,20.4lb
825,5,3,7,green,no,unusually large,4,25.7lb
826,2,6,9,grayish-green,no,normal,1,18.2lb
827,8,7,11,grayish-green,no,normal,3,26.8lb
828,5,5,14,grayish-green,no,normal,1,22.6lb
829,3,5,8,green,no,normal,5,27.2lb
830,2,1,8,gray,yes,normal,0,4.1lb
831,0,0,11,green,no,normal,4,23.6lb
832,3,2,10,green,no,normal,1,19.2lb
833,0,6,6,green,no,normal,0,20.4lb
834,1,2,9,green,no,normal,0,15.9lb
835,4,2,8,green,no,normal,2,18.0lb
836,0,2,12,green,no,normal,5,20.7lb
837,4,5,10,green,no,normal,3,20.1lb
838,5,3,14,greenish-gray,no,unusually large,2,28.4lb
839,2,4,9,grayish-green,no,normal,0,17.7lb
840,0,5,6,green,no,normal,0,20.4lb
841,9,3,13,gray,yes,normal,1,7.0lb
842,1,1,12,green,no,normal,2,19.2lb
843,0,6,6,green,no,normal,0,20.4lb
844,0,3,10,green,no,normal,4,18.2lb
845,2,3,9,green,no,normal,1,17.9lb
846,0,2,9,green,no,normal,0,17.1lb
847,0,3,12,green,no,normal,0,18.4lb
848,3,2,8,gray,yes,normal,0,4.7lb
849,0,6,6,green,no,normal,0,20.4lb
850,2,1,11,grayish-green,no,normal,0,22.6lb
851,2,1,9,green,no,normal,0,14.7lb
852,1,2,8,green,no,normal,0,16.3lb
853,5,6,10,grayish-green,no,normal,2,24.6lb
854,7,3,12,grayish-green,no,normal,0,25.4lb
855,2,0,8,green,no,normal,2,19.8lb
856,0,3,6,green,no,normal,0,20.4lb
857,2,4,9,green,no,normal,2,17.7lb
858,8,3,10,grayish-green,no,normal,3,22.3lb
859,0,1,11,green,no,normal,0,16.7lb
860,3,6,9,grayish-green,no,normal,0,18.0lb
861,2,4,11,green,no,unusually large,0,19.1lb
862,3,4,8,gray,yes,normal,2,4.1lb
863,2,4,10,green,no,unusually small,6,20.4lb
864,3,3,10,grayish-green,no,normal,0,22.1lb
865,7,1,11,grayish-green,no,normal,1,22.1lb
866,3,4,10,green,no,normal,0,20.0lb
867,4,5,9,green,no,normal,5,29.7lb
868,0,5,6,green,no,normal,0,20.4lb
869,2,2,9,green,no,normal,1,22.1lb
870,4,5,13,green,no,normal,2,23.1lb
871,2,4,11,green,no,normal,0,16.6lb
872,0,5,6,green,no,normal,0,20.4lb
873,4,1,9,green,no,normal,1,18.8lb
874,5,4,12,grayish-green,no,normal,3,22.1lb
875,5,3,9,grayish-green,no,normal,2,18.8lb
876,2,6,11,green,no,normal,1,19.0lb
877,4,4,10,green,no,unusually small,0,19.4lb
878,7,3,11,green,no,unusually large,0,21.3lb
879,4,0,12,green,no,normal,0,17.3lb
880,0,2,6,green,no,normal,0,20.4lb
881,2,1,13,green,no,normal,1,17.8lb
882,2,2,8,green,no,unusually large,1,18.7lb
883,6,5,9,grayish-green,no,normal,0,23.4lb
884,7,2,11,green,no,normal,3,23.0lb
885,2,2,8,gray,yes,normal,5,4.1lb
886,1,4,8,green,no,normal,0,14.2lb
887,1,3,8,green,no,unusually large,4,24.0lb
888,5,1,9,green,no,normal,4,17.7lb
889,0,2,6,green,no,normal,0,20.4lb
890,1,2,10,green,no,normal,1,18.5lb
891,3,3,8,green,no,normal,3,17.5lb
892,5,2,11,grayish-green,no,unusually large,0,19.4lb
893,3,5,13,grayish-green,no,unusually large,0,23.2lb
894,5,2,9,green,no,normal,0,19.7lb
895,4,2,9,grayish-green,no,normal,0,20.9lb
896,6,2,11,green,no,normal,1,22.5lb
897,7,2,10,greenish-gray,no,normal,0,23.9lb
898,3,3,9,gray,yes,normal,1,4.5lb
899,0,6,6,green,no,normal,0,20.4lb
900,1,2,8,green,no,normal,3,20.4lb
901,2,2,11,gray,yes,normal,2,5.7lb
902,3,5,11,gray,yes,normal,0,5.4lb
903,1,1,11,gray,yes,normal,1,4.9lb
904,3,1,10,green,no,normal,0,15.5lb
905,3,5,8,green,no,normal,0,15.7lb
906,4,2,11,green,no,normal,0,21.8lb
907,0,6,6,green,no,normal,0,20.4lb
908,0,6,6,green,no,normal,0,20.4lb
909,3,1,9,grayish-green,no,normal,0,16.9lb
910,3,5,11,green,no,normal,0,16.4lb
911,1,2,12,green,no,normal,2,22.1lb
912,4,4,9,green,no,normal,1,18.5lb
913,0,5,6,green,no,normal,0,20.4lb
914,1,3,8,grayish-green,no,normal,0,18.9lb
915,7,4,8,grayish-green,no,normal,0,20.0lb
916,4,2,11,gray,yes,normal,1,6.0lb
917,6,5,12,greenish-gray,no,normal,2,26.1lb
918,1,2,11,green,no,normal,2,17.9lb
919,3,2,10,green,no,normal,0,17.7lb
920,3,1,8,green,no,normal,0,16.7lb
921,0,2,6,green,no,normal,0,20.4lb
922,5,5,10,grayish-green,no,normal,2,24.3lb
923,4,3,10,grayish-green,no,normal,3,19.3lb
924,5,2,9,grayish-green,no,normal,3,22.6lb
925,3,0,10,grayish-green,no,normal,0,18.7lb
926,0,3,11,green,no,normal,2,21.1lb
927,5,5,12,gray,yes,normal,0,5.5lb
928,1,2,8,green,no,unusually small,4,22.4lb
929,1,4,10,grayish-green,no,normal,0,23.5lb
930,3,2,8,green,no,normal,2,22.6lb
931,7,4,11,grayish-green,no,normal,1,23.2lb
932,2,7,12,green,no,normal,0,19.0lb
933,0,6,6,green,no,normal,0,20.4lb
934,3,1,9,grayish-green,no,normal,0,20.2lb
935,7,2,10,grayish-green,no,normal,3,18.6lb
936,5,3,10,gray,yes,normal,0,4.7lb
937,6,3,12,grayish-green,no,unusually large,0,20.8lb
938,1,6,9,gray,yes,normal,0,4.1lb
939,1,2,7,green,no,normal,3,18.2lb
940,5,7,12,grayish-green,no,normal,2,26.9lb
941,0,1,10,gray,yes,normal,1,5.3lb
942,5,1,10,gray,yes,normal,0,5.0lb
943,4,2,11,green,no,normal,1,19.6lb
944,2,1,13,green,no,normal,0,18.3lb
945,6,1,11,green,no,normal,0,20.3lb
946,1,4,10,green,no,normal,0,16.2lb
947,4,2,9,green,no,normal,2,19.0lb
948,0,4,6,green,no,normal,0,20.4lb
949,2,3,12,green,no,normal,0,18.4lb
950,2,0,10,green,no,normal,2,19.8lb
951,0,5,6,green,no,normal,0,20.4lb
952,1,5,12,green,no,normal,1,20.2lb
953,2,1,9,green,no,normal,1,19.6lb
954,2,5,9,grayish-green,no,normal,0,22.5lb
955,2,3,9,green,no,normal,1,18.3lb
956,2,2,11,gray,yes,normal,7,5.0lb
957,7,2,7,greenish-gray,no,normal,1,21.3lb
958,1,2,11,gray,yes,normal,2,5.8lb
959,3,2,8,green,no,normal,0,15.1lb
960,0,2,6,green,no,normal,0,20.4lb
961,5,1,11,green,no,normal,0,19.2lb
962,3,2,9,grayish-green,no,normal,1,19.3lb
963,3,4,7,green,no,normal,1,19.1lb
964,0,5,6,green,no,normal,0,20.4lb
965,3,1,10,green,no,normal,0,19.5lb
966,1,2,12,green,no,normal,6,19.2lb
967,2,0,9,green,no,normal,0,15.3lb
968,4,2,7,green,no,normal,0,13.6lb
969,3,5,8,gray,yes,unusually large,3,4.1lb
970,5,4,11,grayish-green,no,unusually large,0,18.3lb
971,3,3,8,green,no,normal,0,16.9lb
972,1,1,8,green,no,normal,2,17.5lb
973,2,1,8,gray,yes,normal,0,4.0lb
974,0,1,10,green,no,normal,0,16.6lb
975,5,0,10,gray,yes,unusually small,0,4.9lb
976,3,0,8,green,no,normal,0,16.7lb
977,10,5,9,grayish-green,no,unusually small,0,21.1lb
978,5,8,12,grayish-green,no,unusually large,1,20.8lb
979,4,3,9,grayish-green,no,unusually large,0,19.1lb
980,7,2,10,grayish-green,no,normal,2,22.1lb
981,3,2,9,gray,yes,normal,1,5.1lb
982,2,3,9,green,no,normal,2,21.2lb
983,2,3,9,grayish-green,no,normal,0,17.5lb
984,1,2,9,grayish-green,no,normal,1,19.3lb
985,0,3,6,green,no,normal,0,20.4lb
986,4,5,10,green,no,normal,1,19.2lb
987,2,0,11,green,no,normal,2,17.2lb
988,5,2,8,grayish-green,no,normal,0,17.9lb
989,0,4,9,green,no,normal,3,21.1lb
990,1,2,10,green,no,normal,0,16.7lb
991,4,1,10,grayish-green,no,normal,6,30.4lb
992,3,3,11,green,no,normal,0,18.5lb
993,17,7,10,greenish-gray,no,normal,3,34.5lb
994,2,3,10,grayish-green,no,normal,6,28.1lb
995,2,2,11,green,no,unusually large,5,19.0lb
996,4,1,13,grayish-green,no,normal,1,21.9lb
997,3,4,10,grayish-green,no,normal,6,27.7lb
998,3,2,9,green,no,unusually small,6,24.4lb
999,3,0,9,grayish-green,no,normal,0,18.3lb
1000,2,4,8,green,no,normal,0,17.3lb
1001,1,2,10,green,no,normal,1,16.5lb
1002,11,4,11,greenish-gray,no,normal,0,28.9lb
1003,0,1,6,green,no,normal,0,20.4lb
1004,1,1,10,grayish-green,no,normal,5,20.0lb
1005,4,2,11,grayish-green,no,normal,0,18.6lb
1006,0,1,6,green,no,normal,0,20.4lb
1007,3,4,8,green,no,unusually small,4,23.3lb
1008,8,0,9,grayish-green,no,normal,0,24.8lb
1009,6,3,10,green,no,normal,2,17.6lb
1010,1,2,11,green,no,normal,0,17.5lb
1011,2,3,10,gray,yes,normal,4,5.2lb
1012,2,1,9,green,no,unusually large,2,20.2lb
1013,8,2,9,grayish-green,no,normal,0,18.8lb
1014,0,2,6,green,no,normal,0,20.4lb
1015,7,2,9,gray,yes,normal,2,4.8lb
1016,0,5,6,green,no,normal,0,20.4lb
1017,5,3,11,green,no,normal,1,18.7lb
1018,4,1,9,green,no,normal,2,18.7lb
1019,2,2,11,grayish-green,no,unusually large,0,18.9lb
1020,2,2,12,green,no,normal,0,18.2lb
1021,5,1,11,green,no,unusually large,4,23.2lb
1022,5,4,9,grayish-green,no,normal,4,23.1lb
1023,1,3,11,green,no,normal,0,17.3lb
1024,1,2,11,green,no,normal,0,16.9lb
1025,6,5,10,gray,yes,unusually large,1,5.0lb
1026,2,0,10,grayish-green,no,normal,0,20.2lb
1027,6,4,10,grayish-green,no,normal,3,22.8lb
1028,0,4,6,green,no,normal,0,20.4lb
1029,1,2,10,green,no,normal,0,16.4lb
1030,3,3,11,green,no,normal,0,16.7lb
1031,3,4,13,gray,yes,unusually large,0,5.7lb
1032,1,3,8,green,no,unusually large,0,14.5lb
1033,4,3,10,grayish-green,no,normal,2,22.0lb
1034,4,7,16,greenish-gray,no,unusually large,2,26.9lb
1035,7,4,11,green,no,normal,2,20.6lb
1036,3,3,11,green,no,normal,1,17.6lb
1037,3,1,11,green,no,normal,2,20.0lb
1038,3,3,7,green,no,normal,0,16.9lb
1039,7,4,9,gray,yes,normal,4,5.0lb
1040,0,5,6,green,no,normal,0,20.4lb
1041,1,2,9,green,no,normal,1,18.5lb
1042,3,3,9,green,no,normal,4,24.1lb
1043,3,2,10,green,no,normal,3,22.5lb
1044,0,4,6,green,no,normal,0,20.4lb
1045,2,4,10,gray,yes,normal,0,5.0lb
1046,3,2,10,green,no,normal,0,16.2lb
1047,0,5,11,green,no,normal,0,19.0lb
1048,5,0,17,green,no,unusually small,4,27.3lb
1049,1,4,11,green,no,normal,2,19.7lb
1050,15,4,14,greenish-gray,no,normal,1,37.9lb
1051,6,7,10,grayish-green,no,unusually large,2,22.4lb
1052,3,4,10,gray,yes,normal,0,4.7lb
1053,1,1,12,green,no,normal,4,18.1lb
1054,4,3,10,grayish-green,no,normal,3,22.9lb
1055,1,2,13,grayish-green,no,normal,5,20.0lb
1056,5,4,13,grayish-green,no,normal,3,27.3lb
1057,6,5,13,grayish-green,no,normal,1,27.7lb
1058,0,2,12,green,no,unusually large,2,21.6lb
1059,1,2,10,green,no,unusually large,1,19.2lb
1060,0,1,10,grayish-green,no,normal,0,16.0lb
1061,4,1,11,grayish-green,no,normal,0,20.7lb
1062,0,1,11,green,no,unusually large,0,15.7lb
1063,5,4,8,green,no,normal,2,19.7lb
1064,0,4,9,green,no,normal,0,15.7lb
1065,6,2,11,grayish-green,no,normal,1,24.0lb
1066,0,2,11,green,no,normal,4,17.6lb
1067,3,3,11,green,no,normal,4,21.6lb
1068,3,5,9,green,no,normal,0,16.7lb
1069,2,3,12,grayish-green,no,normal,1,20.2lb
1070,7,7,15,greenish-gray,no,normal,0,30.4lb
1071,0,2,6,green,no,normal,0,20.4lb
1072,5,5,11,grayish-green,no,normal,0,21.4lb
1073,0,1,6,green,no,normal,0,20.4lb
1074,5,5,10,grayish-green,no,normal,2,22.5lb
1075,3,3,8,green,no,normal,0,14.5lb
1076,3,1,11,grayish-green,no,normal,3,26.9lb
1077,5,1,10,green,no,normal,3,20.5lb
1078,3,2,11,green,no,unusually large,0,17.9lb
1079,0,5,6,green,no,normal,0,20.4lb
1080,6,3,9,grayish-green,no,unusually large,0,20.0lb
1081,5,4,11,grayish-green,no,normal,2,22.9lb
1082,2,1,7,green,no,normal,0,14.7lb
1083,3,0,8,gray,yes,normal,0,4.0lb
1084,7,3,12,grayish-green,no,normal,2,25.0lb
1085,3,3,9,green,no,normal,1,17.3lb
1086,3,2,9,grayish-green,no,unusually large,0,17.7lb
1087,2,0,10,green,no,unusually small,6,25.7lb
1088,3,4,10,green,no,normal,4,22.9lb
1089,0,3,6,green,no,normal,0,20.4lb
1090,4,4,9,green,no,normal,0,18.1lb
1091,5,6,11,grayish-green,no,normal,2,22.9lb
1092,6,5,9,grayish-green,no,normal,3,25.1lb
1093,4,1,11,green,no,unusually small,6,28.9lb
1094,1,1,9,green,no,normal,0,19.4lb
1095,0,3,6,green,no,normal,0,20.4lb
1096,0,4,6,green,no,normal,0,20.4lb
1097,2,7,10,green,no,normal,0,16.6lb
1098,2,1,8,green,no,normal,0,17.5lb
1099,2,2,9,green,no,normal,1,17.2lb
1100,3,4,11,gray,yes,unusually large,3,4.9lb
1101,4,2,9,green,no,normal,0,23.1lb
1102,3,2,10,green,no,unusually large,2,21.9lb
1103,0,1,6,green,no,normal,0,20.4lb
1104,6,3,11,grayish-green,no,normal,0,21.0lb
1105,4,1,13,green,no,unusually large,2,24.6lb
1106,0,6,6,green,no,normal,0,20.4lb
1107,0,2,11,green,no,normal,1,19.1lb
1108,4,2,9,green,no,normal,1,17.9lb
1109,0,2,6,green,no,normal,0,20.4lb
1110,2,3,8,gray,yes,normal,4,4.2lb
1111,4,3,10,grayish-green,no,unusually small,1,20.3lb
1112,8,5,9,gray,yes,normal,5,4.2lb
1113,6,5,8,gray,yes,normal,0,3.6lb
1114,3,1,9,green,no,normal,3,23.6lb
1115,0,3,6,green,no,normal,0,20.4lb
1116,3,4,11,gray,yes,normal,7,5.9lb
1117,1,0,9,green,no,normal,2,20.3lb
1118,3,3,13,greenish-gray,no,normal,2,25.5lb
1119,0,3,6,green,no,normal,0,20.4lb
1120,0,6,6,green,no,normal,0,20.4lb
1121,4,4,10,grayish-green,no,unusually large,1,18.9lb
1122,6,2,9,green,no,normal,2,20.6lb
1123,0,5,6,green,no,normal,0,20.4lb
1124,3,4,8,green,no,normal,0,17.6lb
1125,2,0,8,green,no,normal,2,19.0lb
1126,1,1,9,grayish-green,no,normal,1,18.4lb
1127,5,4,10,green,no,normal,2,22.1lb
